price_per_m,coors
198387.09677419355,"37.497997999999995,55.752495999999994"
460000.00000000006,"37.537083,55.749511"
460000.0,"37.537083,55.749511"
600000.0,"37.537083,55.749511"
306400.572519084,"37.509397,55.661379000000004"
147368.42105263157,"37.496165000000005,55.776998"
149206.3492063492,"37.568282,55.867551"
205811.13801452785,"37.697549,55.796425"
145151.51515151514,"37.717519,55.64733100000001"
145064.51612903227,"37.782081,55.811917"
155555.55555555556,"37.590677,55.583047"
183018.8679245283,"37.67069,55.683046"
619917.7821011674,"37.580777000000005,55.741374"
447130.3284671533,"37.46564,55.720985999999996"
249875.0,"37.576744,55.784951"
184000.0,"37.542833,55.597678"
264362.0689655172,"37.510439,55.66121700000001"
142857.14285714287,"37.537559,55.551109999999994"
1543787.5,"37.549704999999996,55.706086"
142241.37931034484,"37.816145,55.719896"
304000.0,"37.493183,55.70409300000001"
824522.8693181818,"37.602157,55.742914"
232758.62068965516,"37.411821999999994,55.75439"
315798.9228007181,"37.523509999999995,55.734628"
120617.4801061008,"37.541447999999995,55.880548"
344500.0,"37.476824,55.675575"
1358533.0,"37.609973,55.733493"
1337773.8011695906,"37.609973,55.733493"
190000.0,"37.702796,55.811629"
286260.0,"37.450845,55.807981999999996"
130352.94117647059,"37.473869,55.566547"
1235030.0,"37.578514,55.748711"
195000.0,"37.597971,55.857614"
310465.11627906974,"37.573060999999996,55.722639"
215517.24137931035,"37.451411,55.66800500000001"
296745.2398523985,"37.58968,55.708754000000006"
137168.14159292035,"37.512146,55.870233"
136136.36363636365,"37.616198,55.60714300000001"
277708.3333333333,"37.488062,55.645192"
228735.63218390805,"37.549893,55.775397999999996"
164473.68421052632,"37.555095,55.611098999999996"
152512.99826689775,"37.604448,55.588649"
220632.31117824774,"37.637506,55.848133999999995"
502385.0847457627,"37.639887,55.77680600000001"
185468.45124282985,"37.612955,55.878919999999994"
83140.87759815242,"37.395328000000006,55.519412"
143103.44827586206,"37.519557,55.54655699999999"
277647.0588235294,"37.587865,55.781175"
183274.0,"37.635363,55.699585"
70093.45794392524,"37.554439,55.494075"
140221.40221402212,"37.794756,55.805837"
215189.8734177215,"37.477022,55.64589300000001"
142222.22222222222,"37.754296000000004,55.744170999999994"
575757.5757575758,"37.575378,55.72656800000001"
196226.4150943396,"37.774194,55.68159"
193798.44961240308,"37.547486,55.590165"
134831.4606741573,"37.454159999999995,55.693348"
165384.61538461538,"37.722109,55.811057"
228947.36842105264,"37.486086,55.78236999999999"
241666.66666666666,"37.464221,55.722390000000004"
108100.0,"37.414769,55.618842"
179180.88737201365,"37.551232,55.602942000000006"
174285.7142857143,"37.521685999999995,55.831549"
1264266.1548304542,"37.596534000000005,55.763503"
183150.18315018315,"37.583742,55.824647999999996"
1203703.7037037036,"37.49082,55.681752"
154527.55905511812,"37.385222999999996,55.722"
355357.14285714284,"37.585592,55.76126899999999"
140686.27450980392,"37.611033,55.90155600000001"
184931.50684931508,"37.530768,55.613926"
118644.06779661016,"37.827688,55.715047999999996"
186000.0,"37.428881,55.722543"
238461.53846153847,"37.672415,55.744647"
274725.2747252747,"37.716971,55.729969999999994"
199460.9164420485,"37.758177,55.70753199999999"
138297.87234042553,"37.408786,55.71119399999999"
186577.1812080537,"37.506298,55.639751000000004"
148085.75803981625,"37.515587,55.846895999999994"
141527.0018621974,"37.363951,55.642753000000006"
117241.37931034483,"37.651313,55.593720999999995"
527739.7260273972,"37.591557,55.770973"
160493.82716049382,"37.465703000000005,55.81255"
175000.0,"37.740624,55.705376"
136363.63636363635,"37.469755,55.56949399999999"
140235.9108781127,"37.351384,55.83021"
177956.98924731184,"37.620465,55.69368299999999"
669920.1419698314,"37.474191999999995,55.652795999999995"
400290.5569007264,"37.582781,55.76794399999999"
246694.31677018633,"37.672160999999996,55.776064"
171428.57142857142,"37.59939,55.662999"
179687.5,"37.670582,55.863838"
147945.20547945207,"37.369,55.642174"
152173.91304347827,"37.748439000000005,55.621708999999996"
144295.30201342283,"37.699148,55.819712"
183333.33333333334,"37.404788,55.656580000000005"
250000.0,"37.508984000000005,55.704007"
470085.47008547006,"37.597809000000005,55.762586"
227777.77777777778,"37.405489,55.756254000000006"
139473.68421052632,"37.610368,55.681438"
238571.42857142858,"37.473006,55.774517"
802769.5,"37.588413,55.755858999999994"
500000.0,"37.473042,55.652196999999994"
92564.49165402124,"37.796597999999996,55.761801"
133333.33333333334,"37.342076,55.628273"
143750.0,"37.687622999999995,55.867940000000004"
132758.62068965516,"37.483247,55.84513199999999"
443946.18834080716,"37.539078,55.747115"
158273.38129496403,"37.494448999999996,55.764648"
92945.95375722543,"37.796597999999996,55.761801"
121874.984375,"37.830707000000004,55.743487"
1420284.5,"37.577157,55.769093999999996"
146875.0,"37.6789,55.629571999999996"
363636.36363636365,"37.56582,55.795666000000004"
146153.84615384616,"37.867340000000006,55.743308999999996"
276972.0,"37.606974,55.710075"
130666.66666666667,"37.548941,55.547534999999996"
148063.7813211845,"37.493632,55.829910999999996"
259002.0,"37.606974,55.710075"
135467.9802955665,"37.558688000000004,55.557327"
259002.0,"37.606974,55.710075"
148598.13084112148,"37.344808,55.846649"
259001.9966442953,"37.606974,55.710075"
201298.7012987013,"37.597639,55.639993999999994"
124242.42424242424,"37.799418,55.815853000000004"
184210.52631578947,"37.492473,55.810081000000004"
965781.7535545024,"37.638197999999996,55.739387"
135000.0,"37.787434999999995,55.669107"
228417.26618705035,"37.471641,55.738804"
157142.85714285713,"37.702948,55.610275"
209090.9090909091,"37.627966,55.779423"
133858.26771653543,"37.497063,55.616676"
109090.90909090909,"37.579502000000005,55.504104000000005"
258333.33333333334,"37.557682,55.695829"
171621.62162162163,"37.355399,55.85011"
239795.91836734692,"37.679978000000006,55.734207"
173913.04347826086,"37.645555,55.819378"
166481.4814814815,"37.351195000000004,55.84835699999999"
164948.45360824742,"37.729690999999995,55.611948"
122222.22222222222,"37.871832,55.705630000000006"
188191.88191881918,"37.473348,55.786004000000005"
212195.1219512195,"37.538521,55.805973"
125654.45026178009,"37.546785,55.543836999999996"
181818.18181818182,"37.649382,55.888397"
351331.3609467456,"37.549282,55.758402000000004"
247311.82795698923,"37.456882,55.809378"
236842.1052631579,"37.545465,55.742534"
149975.0,"37.70965,55.816646999999996"
700962.972972973,"37.538871,55.747728"
382701.3295615276,"37.643865999999996,55.73085699999999"
304545.45454545453,"37.702158000000004,55.816480000000006"
205000.0,"37.493704,55.841079"
163000.0,"37.675828,55.576574"
161500.0,"37.675828,55.576574"
861111.1111111111,"37.60938,55.75891899999999"
491803.2786885246,"37.639374,55.744404"
250000.0,"37.558355,55.657926"
164500.0,"37.675828,55.576574"
301075.2688172043,"37.561455,55.825103000000006"
183000.0,"37.642824,55.714364"
118421.05263157895,"37.491871,55.612914"
195000.0,"37.59065,55.638536"
394580.0,"37.598232,55.782906000000004"
472580.90614886733,"37.617292,55.722905000000004"
211627.90697674418,"37.456388000000004,55.779074"
176000.0,"37.681389,55.701283"
134848.48484848486,"37.479681,55.843763"
163500.0,"37.706353,55.622766000000006"
149010.989010989,"37.624184,55.892375"
191382.97872340426,"37.638988,55.867536"
360885.3896103896,"37.615472,55.722868000000005"
623994.9475320637,"37.580706,55.740806000000006"
167263.25080731968,"37.698417,55.811384999999994"
250000.0,"37.560386,55.658637"
155128.20512820513,"37.824778,55.798839"
140000.0,"37.655338,55.64714300000001"
176705.71715145436,"37.635363,55.699585"
179245.28301886792,"37.828003,55.819908999999996"
196853.99182561308,"37.635363,55.699585"
203333.33333333334,"37.706865,55.779575"
131730.76923076922,"37.343029,55.641670999999995"
178947.36842105264,"37.852976,55.740527"
256410.2564102564,"37.495923,55.622629"
430769.23076923075,"37.450845,55.807981999999996"
232673.26732673266,"37.517472999999995,55.659891"
100793.6507936508,"37.348743,55.94751"
97560.97560975609,"37.190846,55.41332"
181666.66666666666,"37.670268,55.704986"
183333.33333333334,"37.59498,55.68295"
158389.26174496644,"37.564239,55.856730000000006"
176666.66666666666,"37.681676,55.709458999999995"
135185.1851851852,"37.407052,55.64065"
141269.84126984127,"37.589455,55.870495999999996"
170000.0,"37.521138,55.858978"
179461.53846153847,"37.659442999999996,55.669062"
173404.25531914894,"37.583391,55.79166800000001"
393750.0,"37.649076,55.755935"
306666.6666666667,"37.491359,55.702920999999996"
146907.21649484534,"37.799265999999996,55.677747"
235185.1851851852,"37.530722999999995,55.781529000000006"
268354.43037974683,"37.469592999999996,55.665918999999995"
500000.0,"37.595123,55.748113000000004"
215317.9190751445,"37.613448999999996,55.706837"
159090.9090909091,"37.558167,55.806171"
199540.77127659574,"37.426355,55.6576"
150000.0,"37.719244,55.636875"
142000.0,"37.673742,55.576473"
214583.33333333334,"37.478414,55.863631000000005"
341029.4117647059,"37.510439,55.66121700000001"
227272.72727272726,"37.466035999999995,55.688786"
160747.66355140187,"37.421488000000004,55.728089000000004"
201219.51219512196,"37.655257,55.678158999999994"
122727.27272727272,"37.644279,55.582665000000006"
267578.125,"37.710889,55.799769999999995"
193779.9043062201,"37.573214,55.690735"
200000.0,"37.502148,55.70894200000001"
192857.14285714287,"37.573564000000005,55.675291"
390000.0,"37.580894,55.781626"
475000.0,"37.503729,55.716336"
89200.0,"37.150548,55.966409"
226102.9411764706,"37.646291,55.847811"
115625.0,"37.359728999999994,55.658434"
152500.0,"37.767509999999994,55.729544"
161473.0878186969,"37.722873,55.804612"
250000.0,"37.804332,55.79472"
100000.0,"37.445574,55.523157999999995"
1141166.5257819104,"37.59648,55.739047"
133750.0,"37.716387,55.877469999999995"
342156.862745098,"37.545294,55.806241"
431578.94736842107,"37.562272,55.750727000000005"
352566.2959794696,"37.638036,55.770208"
459574.4680851064,"37.606343,55.758174"
738805.9701492537,"37.588916,55.748143000000006"
146097.56097560975,"37.64206,55.591446999999995"
156578.94736842104,"37.903192,55.72346999999999"
682352.9411764706,"37.570986,55.763792"
198148.14814814815,"37.614482,55.794846"
246805.55555555556,"37.736948999999996,55.78550799999999"
897750.0,"37.614743,55.760849"
617515.0,"37.577355,55.751456999999995"
463136.2482758621,"37.506112,55.715103000000006"
245901.6393442623,"37.483373,55.709302"
965781.7535545024,"37.638197999999996,55.739387"
141949.15254237287,"37.667491999999996,55.597953000000004"
229069.76744186046,"37.417733,55.741323"
185227.27272727274,"37.527202,55.729447"
230146.68367346938,"37.635363,55.699585"
159192.0,"37.634091999999995,55.676584999999996"
191176.4705882353,"37.408454,55.80476899999999"
177789.8371335505,"37.671938,55.775753"
257746.47887323942,"37.576825,55.70653299999999"
798510.775862069,"37.526268,55.715601"
729790.4545454546,"37.604169,55.739716"
142857.14285714287,"37.795259,55.754445999999994"
321739.1304347826,"37.770421,55.793227"
892040.2561756633,"37.591772999999996,55.765412"
1350814.0625,"37.601385,55.741875"
475000.0,"37.468784,55.828941"
288405.7971014493,"37.470087,55.680585"
121171.7709720373,"37.363924,55.643972999999995"
636040.4494382022,"37.534397,55.750028"
118421.05263157895,"37.399399,55.645304"
624616.4222674813,"37.534397,55.750028"
186496.49610678531,"37.635363,55.699585"
618873.4054239616,"37.534397,55.750028"
607449.5078534031,"37.534397,55.750028"
220000.0,"37.702040999999994,55.819287"
573053.919949174,"37.534397,55.750028"
250000.0,"37.598178000000004,55.825917000000004"
182592.59259259258,"37.519413,55.646604"
120689.6551724138,"37.474803,55.56814"
245098.03921568627,"37.596803,55.712502"
150877.19298245615,"37.607314,55.872753"
205339.0031152648,"37.515173,55.840892000000004"
138333.33333333334,"37.6986,55.868368999999994"
221893.49112426038,"37.655894,55.786465"
184523.80952380953,"37.495276000000004,55.870934999999996"
222487.02205882352,"37.419862,55.74434300000001"
153150.68493150684,"37.682359000000005,55.676184"
222234.33333333334,"37.497031,55.797413"
228438.49137931038,"37.497031,55.797413"
207500.0,"37.524013000000004,55.652871999999995"
222004.57142857142,"37.497031,55.797413"
255859.375,"37.593426,55.661912"
650000.0,"37.59445,55.763478000000006"
158928.57142857142,"37.517859,55.60193"
145555.55555555556,"37.815489,55.81772900000001"
617515.0,"37.424902,55.806186"
216666.66666666666,"37.457367,55.829062"
221105.46666666667,"37.518551,55.760493999999994"
339130.4347826087,"37.651035,55.761674"
245183.0443159923,"37.598690000000005,55.637190000000004"
337583.9793281654,"37.638036,55.770208"
358108.1081081081,"37.534487,55.781879"
358108.1081081081,"37.534487,55.781879"
233160.62176165803,"37.521569,55.807444999999994"
186274.0,"37.635363,55.699585"
247524.75247524751,"37.468524,55.647905"
113450.0,"37.388906,55.642677"
185714.2857142857,"37.761599,55.672447999999996"
177419.35483870967,"37.574399,55.65371"
164893.6170212766,"37.394287,55.709079"
749584.6820809249,"37.397403999999995,55.770582999999995"
642857.1428571428,"37.57687,55.748665"
233333.33333333334,"37.474416999999995,55.772416"
335294.1176470588,"37.495490999999994,55.705071999999994"
275000.0,"37.574453000000005,55.737552"
109574.46808510639,"37.471623,55.575480000000006"
174515.2354570637,"37.691899,55.690278"
1363836.809815951,"37.603809999999996,55.739017000000004"
345000.0,"37.487874,55.828162"
133064.51612903224,"37.455714,55.588506"
214285.7142857143,"37.467679,55.657667000000004"
232981.22065727698,"37.606469,55.647558999999994"
390000.0,"37.603074,55.76079300000001"
76700.0,"37.494601,55.565918"
124105.01193317423,"37.306540000000005,55.624967000000005"
173634.87738419618,"37.578094,55.849594999999994"
173501.57728706626,"37.627014,55.676103000000005"
309836.0655737705,"37.490775,55.685117000000005"
166844.6511627907,"37.617123,55.630279"
405163.39869281044,"37.599371999999995,55.779858999999995"
316582.9145728643,"37.509397,55.661379000000004"
307777.77777777775,"37.566818,55.678295999999996"
311023.6220472441,"37.50822,55.751771"
1589.2857142857142,"37.651601,55.849236"
255813.9534883721,"37.619549,55.794892000000004"
247175.14124293785,"37.541422,55.675301"
259388.23529411765,"37.560377,55.658682999999996"
173033.70786516854,"37.724508,55.810309"
234210.52631578947,"37.559155,55.796162"
142857.12857142856,"37.6107,55.870794"
392200.0,"37.502292,55.749674"
175862.06896551725,"37.664473,55.721924"
104148.87640449438,"37.555005,55.557317000000005"
454545.45454545453,"37.594035999999996,55.753154"
202941.17647058822,"37.56194,55.889351"
103813.42487883684,"37.555005,55.557317000000005"
183333.33333333334,"37.62678,55.818301"
242424.24242424243,"37.615767,55.721503000000006"
272727.2727272727,"37.636706,55.800438"
641428.5714285715,"37.500953,55.71304"
354651.16279069765,"37.548663,55.77493199999999"
226825.95797280592,"37.635363,55.699585"
800482.4074074074,"37.596588,55.740892"
319327.731092437,"37.582538,55.74179399999999"
335145.2631578947,"37.569782000000004,55.764065"
540315.8769742311,"37.548851,55.743683999999995"
453055.3617021277,"37.5546,55.762119999999996"
408865.9090909091,"37.55469,55.761943"
148387.09677419355,"37.567428,55.573688"
465201.2101910828,"37.5546,55.762119999999996"
879650.9971509972,"37.548851,55.743683999999995"
196875.0,"37.477157,55.847609"
151034.4827586207,"37.748358,55.674199"
106239.46037099494,"37.768606,55.826857"
127910.05291005292,"37.26475,55.619507999999996"
520012.63157894736,"37.536516999999996,55.664095999999994"
294297.27095516573,"37.570968,55.670128000000005"
170000.0,"37.725809999999996,55.62534300000001"
208422.53521126762,"37.638045,55.786995999999995"
162500.0,"37.557026,55.812089"
189285.7142857143,"37.75647,55.703378"
144859.81308411213,"37.569081,55.870178"
634668.1944444445,"37.442015000000005,55.717863"
657894.7368421053,"37.597208,55.773155"
550993.3774834437,"37.580777000000005,55.741374"
131578.94736842104,"37.513574,55.600628"
616438.3561643836,"37.61865,55.771342000000004"
1089732.3529411764,"37.62307,55.730993999999995"
741018.0,"37.595833,55.762617000000006"
194401.2441679627,"37.655769,55.833572"
244253.17894736843,"37.672163,55.77629399999999"
241438.5017421603,"37.672163,55.77629399999999"
289200.0,"37.571943,55.81717"
287500.0,"37.508652000000005,55.662192000000005"
172330.8130081301,"37.672163,55.77629399999999"
172574.52,"37.672163,55.77629399999999"
225791.3197969543,"37.672163,55.77629399999999"
225688.95384615383,"37.672163,55.77629399999999"
1543787.5,"37.599678000000004,55.736458"
101764.70588235294,"37.298033000000004,55.471561"
222222.22222222222,"37.633886,55.800853000000004"
202631.57894736843,"37.509739,55.747323"
107758.06451612903,"37.514077,55.527581000000005"
201298.7012987013,"37.56353,55.680696999999995"
236363.63636363635,"37.574444,55.792635"
156818.18181818182,"37.821427,55.749815000000005"
377931.0344827586,"37.510439,55.66121700000001"
468674.6987951807,"37.622118,55.740928000000004"
183566.43356643355,"37.504708,55.751214000000004"
352459.01639344264,"37.412128,55.802442000000006"
132820.73979591834,"37.55823,55.558116000000005"
155555.55555555556,"37.703029,55.871304"
134570.0726744186,"37.55823,55.558116000000005"
132707.34643734642,"37.55823,55.558116000000005"
162900.0,"37.706353,55.622766000000006"
170967.74193548388,"37.484173,55.734227000000004"
144736.84210526315,"37.494359,55.880272999999995"
297440.0,"37.672971000000004,55.774958"
337600.0,"37.573537,55.818397"
271276.59574468085,"37.542221999999995,55.672691"
147475.0,"37.67131,55.579811"
261250.0,"37.538134,55.691526"
630000.0,"37.641845,55.73940699999999"
807359.9178184535,"37.583597999999995,55.735941000000004"
1600000.0,"37.598043,55.742771999999995"
151351.35135135136,"37.735359,55.693424"
187653.9842209073,"37.635363,55.699585"
161797.75280898876,"37.565964,55.84253399999999"
185185.1851851852,"37.668974,55.726365"
150000.0,"37.752373999999996,55.607941000000004"
144900.0,"37.724077,55.600699"
140000.0,"37.59498,55.600648"
260000.0,"37.705077,55.81326800000001"
138580.9312638581,"37.600388,55.647839000000005"
178125.0,"37.589931,55.686355000000006"
198412.6984126984,"37.475531,55.628646999999994"
148863.63636363635,"37.598735,55.828561"
143750.0,"37.722792,55.644195999999994"
139215.6862745098,"37.546785,55.543836999999996"
454545.45454545453,"37.605831,55.76306700000001"
200000.0,"37.715866,55.79518"
170270.27027027027,"37.557879,55.545258"
198076.92307692306,"37.506648,55.800245999999994"
145161.29032258064,"37.936196,55.701841"
230576.9230769231,"37.636706,55.800438"
166931.13507377982,"37.633607,55.700562"
131868.13186813187,"37.790058,55.758402000000004"
277954.54545454547,"37.697469,55.784066"
126689.18918918919,"37.834146999999994,55.772208"
200000.0,"37.519611,55.78078000000001"
222972.97297297296,"37.409055,55.769980000000004"
161075.01075268816,"37.648631,55.700816"
194736.84210526315,"37.555642999999996,55.549577"
215151.51515151514,"37.513431,55.635274"
198181.81818181818,"37.469341,55.668268999999995"
1111527.0,"37.623483,55.768025"
569781.2765957447,"37.539401,55.750519999999995"
583941.605839416,"37.623196,55.741678"
193333.33333333334,"37.621157000000004,55.66800500000001"
760098.7514124294,"37.599740999999995,55.741744"
895396.7514124294,"37.599740999999995,55.741744"
825746.8023255814,"37.599740999999995,55.741744"
771893.752688172,"37.599740999999995,55.741744"
771893.7488789237,"37.599740999999995,55.741744"
1197155.53125,"37.596992,55.771530000000006"
302127.6595744681,"37.516413,55.715601"
177000.0,"37.488332,55.867536"
153403.06834030684,"37.734264,55.62536899999999"
140625.0,"37.549687,55.932052"
232758.62068965516,"37.496165000000005,55.804056"
176092.54498714654,"37.613467,55.886968"
151315.7894736842,"37.529852000000005,55.84062900000001"
383092.91338582675,"37.57393,55.779566"
107229.92021276595,"37.510957,55.523648"
199001.38016528924,"37.419045000000004,55.848558999999995"
142105.26315789475,"37.85559,55.73467900000001"
195121.9512195122,"37.445087,55.722061"
188770.01986754968,"37.419045000000004,55.848558999999995"
244728.50684931508,"37.419045000000004,55.848558999999995"
208936.4842105263,"37.419045000000004,55.848558999999995"
206674.4065934066,"37.419045000000004,55.848558999999995"
195793.89763779528,"37.419045000000004,55.848558999999995"
153558.05243445694,"37.616772999999995,55.89266800000001"
198984.66666666666,"37.419045000000004,55.848558999999995"
470085.47008547006,"37.528064,55.712766"
1440868.3333333333,"37.577139,55.766916"
1420284.496373892,"37.597001,55.73836800000001"
1222948.1826086957,"37.623483,55.768025"
1018639.0349819058,"37.649552,55.757212"
312500.0,"37.594234,55.772026000000004"
617515.0,"37.586095,55.776182999999996"
234999.99999999997,"37.509178000000006,55.754934999999996"
153846.15384615384,"37.785971,55.764465"
426085.35,"37.591027000000004,55.772578"
289156.6265060241,"37.489859,55.70386"
301075.2688172043,"37.561455,55.825103000000006"
260000.0,"37.678002,55.78933000000001"
671000.5511811024,"37.595671,55.765316000000006"
448474.5810055866,"37.589482000000004,55.744556"
224031.45539906103,"37.672163,55.77629399999999"
173809.52380952382,"37.55434,55.798728000000004"
202777.77777777778,"37.415946000000005,55.824767"
131481.4814814815,"37.733581,55.607921"
194293.04964539007,"37.672163,55.77629399999999"
177777.77777777778,"37.490515,55.666081000000005"
130232.55813953489,"37.655814,55.607158"
196666.66666666666,"37.647090999999996,55.769752000000004"
184615.38461538462,"37.510287,55.64476"
238317.7570093458,"37.647090999999996,55.769752000000004"
211134.0206185567,"37.648277,55.68319399999999"
375505.0505050505,"37.397403999999995,55.770582999999995"
648390.7486136784,"37.623483,55.768025"
356850.24,"37.64348,55.731075"
258333.33333333334,"37.611374,55.712121999999994"
197411.00323624598,"37.48835,55.801308"
144694.53376205786,"37.749821999999995,55.68026999999999"
126732.67326732674,"37.849868,55.736306000000006"
901681.1946902655,"37.504618,55.714754000000006"
171666.66666666666,"37.399048,55.813642"
152000.0,"37.718848,55.672098"
268292.68292682926,"37.591934,55.653934"
154761.90476190476,"37.575522,55.656712"
326388.8888888889,"37.567087,55.76564499999999"
1532051.282051282,"37.604592,55.76172"
711013.2412204952,"37.537083,55.749511"
167021.27659574468,"37.516135,55.873491"
142653.0612244898,"37.520168,55.880086"
179894.17989417992,"37.81531,55.752364"
160000.0,"37.773709000000004,55.671981"
166923.07692307694,"37.416889000000005,55.807476"
211111.11111111112,"37.568749,55.785817"
120000.0,"37.379375,55.590948"
223529.41176470587,"37.478181,55.725539000000005"
88809.52380952382,"37.467895,55.584339"
132231.40495867768,"37.725837,55.647498"
316111.76470588235,"37.601331,55.788084999999995"
336526.02739726024,"37.601331,55.788084999999995"
351612.59765625,"37.601331,55.788084999999995"
366640.350877193,"37.601331,55.788084999999995"
617515.0,"37.520671,55.798480000000005"
315730.51948051946,"37.601331,55.788084999999995"
178963.89324960753,"37.510287,55.64476"
650015.7894736842,"37.594926,55.76565"
1235030.0,"37.57881,55.720028000000006"
195484.13354531003,"37.636094,55.698595"
161818.18181818182,"37.383894,55.840866000000005"
693996.2155963302,"37.592384,55.754497"
165000.0,"37.606757,55.64314399999999"
132894.73684210525,"37.580697,55.896014"
142857.14285714287,"37.569511999999996,55.81131"
249367.08860759492,"37.454465,55.734207"
335000.0,"37.54241,55.681996"
296496.02459016396,"37.635363,55.699585"
666480.9471365638,"37.574399,55.757739"
1235030.0,"37.527903,55.723237"
172804.54054054053,"37.635363,55.699585"
273333.3333333333,"37.622819,55.787153"
286666.6666666667,"37.557376,55.767959999999995"
223529.41176470587,"37.663225,55.788955"
190000.0,"37.49179,55.656077"
200000.0,"37.461166999999996,55.685351000000004"
209259.25925925927,"37.465083,55.659287"
201851.85185185185,"37.484972,55.64971800000001"
229411.76470588235,"37.487891999999995,55.64415"
209259.25925925927,"37.465083,55.659287"
211111.11111111112,"37.47828,55.641493000000004"
236363.63636363635,"37.46635,55.663314"
222222.22222222222,"37.474641,55.66383199999999"
148611.11111111112,"37.535061999999996,55.551161"
187500.0,"37.561077000000004,55.796358999999995"
195804.1958041958,"37.429223,55.739939"
237960.33994334278,"37.462146000000004,55.774011"
294985.2507374631,"37.582682,55.75461800000001"
132500.0,"37.656971999999996,55.581306999999995"
182593.75,"37.587946,55.671468000000004"
340625.0,"37.576744,55.744723"
171052.63157894736,"37.422709999999995,55.723303"
1567296.9543147208,"37.590632,55.757526"
103300.00000000001,"37.548865,55.925022999999996"
222727.27272727274,"37.599831,55.596437"
100787.40157480315,"37.569827000000004,55.514773"
186274.50980392157,"37.699202,55.611323"
435897.4358974359,"37.537317,55.756427"
156250.0,"37.791154,55.75399"
160000.0,"37.729071000000005,55.76526"
865384.6153846154,"37.562810999999996,55.695276"
226443.76899696048,"37.659353,55.754284"
256250.0,"37.602596999999996,55.614129000000005"
401418.43971631204,"37.609792999999996,55.782922"
247217.34478203434,"37.551786,55.680985"
153129.16111850867,"37.769558,55.632987"
1620976.875,"37.600891,55.737314000000005"
355444.44444444444,"37.635646,55.75948100000001"
190000.0,"37.803892,55.802487"
514595.8333333333,"37.600253,55.762753000000004"
250182.133580705,"37.551786,55.680985"
225440.84656084655,"37.551786,55.680985"
262500.0,"37.697469,55.784066"
348314.606741573,"37.574651,55.765777"
255813.9534883721,"37.672289,55.730568000000005"
253164.55696202532,"37.697469,55.784066"
179104.4776119403,"37.524848,55.681757"
723215.7657657658,"37.500953,55.71304"
263950.0,"37.697469,55.784066"
1039087.7403846154,"37.524623999999996,55.714039"
576347.3333333334,"37.635251000000004,55.768603000000006"
364700.0,"37.571943,55.81717"
150000.0,"37.348329,55.852278000000005"
134161.98300283286,"37.774751,55.670396999999994"
119500.0,"37.774751,55.670396999999994"
260869.5652173913,"37.604825,55.624083"
284900.0,"37.571943,55.81717"
240540.54054054053,"37.653379,55.822584"
145299.1452991453,"37.457034,55.78186899999999"
183818.51612903227,"37.633607,55.700562"
450000.0,"37.561877,55.689485999999995"
214269.10299003322,"37.507071,55.756715"
483089.96598639456,"37.463898,55.721027"
122033.89830508475,"37.819226,55.815625"
540325.625,"37.629897,55.773525"
229927.00729927007,"37.536516999999996,55.664095999999994"
223880.59701492538,"37.678837,55.786455000000004"
148555.7083906465,"37.716171,55.650891"
197368.42105263157,"37.586904,55.692886"
212328.76712328766,"37.635,55.771393"
207547.16981132075,"37.569162,55.792173999999996"
490285.71428571426,"37.475513,55.652659"
169491.5254237288,"37.774212,55.663532"
172298.85057471265,"37.512739,55.598192000000004"
182291.6666666667,"37.522638,55.876839000000004"
189130.4347826087,"37.540802,55.637896"
196000.0,"37.493596000000004,55.840573"
198000.0,"37.493596000000004,55.840573"
242125.9842519685,"37.545725,55.666787"
484967.3202614379,"37.667456,55.764951"
274193.5483870968,"37.645681,55.763548"
154444.44444444444,"37.726079999999996,55.686685"
188953.48837209304,"37.682574,55.865646999999996"
132245.96685082873,"37.774751,55.670396999999994"
205263.15789473685,"37.600136,55.639359"
198780.48780487804,"37.501905,55.85824100000001"
153225.8064516129,"37.814904999999996,55.820612"
114600.0,"37.391475,55.642586"
282191.7808219178,"37.419674,55.74424200000001"
103278.68852459016,"37.167885,55.603181000000006"
97777.77777777778,"37.47651,55.572253"
209750.0,"37.779942999999996,55.78940600000001"
143076.92307692306,"37.558876,55.884731"
247058.82352941178,"37.503576,55.800114"
131629.75975975976,"37.704716,55.64571899999999"
171474.35897435897,"37.428118,55.842312"
127631.57894736843,"37.804081,55.695317"
104938.27160493827,"37.29647,55.472163"
142500.0,"37.401123,55.655899"
414864.86486486485,"37.527903,55.723237"
177242.8884026258,"37.426922999999995,55.73591999999999"
143548.38709677418,"37.766729,55.68026999999999"
206896.55172413794,"37.811904999999996,55.794846"
148979.5918367347,"37.687219,55.687939"
141570.14157014157,"37.574003999999995,55.578503000000005"
277027.02702702704,"37.405947,55.794309999999996"
140000.0,"37.821661,55.695626000000004"
168224.29906542055,"37.648277,55.68319399999999"
350769.23076923075,"37.450028,55.78035"
188498.40255591055,"37.604259000000006,55.69207900000001"
214285.7142857143,"37.568399,55.796284"
213810.31613976706,"37.626295,55.662282999999995"
188461.53846153847,"37.673178,55.682717000000004"
170370.37037037036,"37.347665,55.84775"
156102.9702970297,"37.798284,55.76424"
144736.84210526315,"37.520195,55.862793"
170000.0,"37.798284,55.76424"
169073.47826086957,"37.798284,55.76424"
376470.5882352941,"37.463898,55.721027"
118421.05263157895,"37.92423,55.681128"
152317.880794702,"37.401644,55.843929"
177777.77777777778,"37.659254,55.856184"
864520.9979633401,"37.646848,55.74153100000001"
