Китай-город,Кузнецкий мост,Лубянка,Охотный ряд,Площадь Революции,Театральная,Кропоткинская,Парк культуры,Маяковская,Пушкинская,Тверская,Чеховская,Александровский сад,Арбатская,Библиотека имени Ленина,Боровицкая,Смоленская,Новокузнецкая,Полянка,Третьяковская,Спортивная,Фрунзенская,Баррикадная,Выставочная,Деловой центр,Краснопресненская,Международная,Улица 1905 года,Комсомольская,Красные ворота,Сретенский бульвар,Тургеневская,Чистые пруды,Достоевская,Проспект Мира,Сухаревская,Трубная,Цветной бульвар,Курская,Марксистская,Таганская,Чкаловская,Добрынинская,Октябрьская,Павелецкая,Серпуховская,Киевская,Кутузовская,Парк Победы,Студенческая,Ленинский проспект,Шаболовская,Воробьевы горы,Ломоносовский проспект,Раменки,Университет,Белорусская,Проспект Вернадского,Динамо,Петровский парк,Новые Черемушки,Профсоюзная,Аэропорт,Сокол,Бауманская,Полежаевская,Хорошёвская,ЦСКА,Октябрьское поле,Красносельская,Сокольники,Крылатское,Алексеевская,Рижская,Академическая,Беляево,Калужская,Коньково,Марьина роща,Менделеевская,Новослободская,Савеловская,Багратионовская,Минская,Пионерская,Славянский бульвар,Филевский парк,Фили,Шелепиха,Преображенская площадь,Волгоградский проспект,Крестьянская застава,Площадь Ильича,Пролетарская,Римская,ВДНХ,Бутырская,Дмитровская,Тимирязевская,Фонвизинская,Автозаводская,Дубровка,Кожуховская,Технопарк,Войковская,Нагатинская,Нагорная,Тульская,Молодежная,Кунцевская,Тропарево,Юго-Западная,Ботанический сад,Свиблово,Варшавская,Каховская,Нахимовский проспект,Севастопольская,Измайловский парк,Партизанская,Семеновская,Электрозаводская,Спартак,Тушинская,Щукинская,Коломенская,Строгино,Измайловская,Первомайская,Чертановская,Южная,Мичуринский проспект,Озёрная,Речной вокзал,Ховрино,Авиамоторная,Шоссе Энтузиастов,Кузьминки,Текстильщики,Бульвар Рокоссовского,Улица Подбельского,Черкизовская,Планерная,Сходненская,Владыкино,Окружная,Петровско-Разумовская,Медведково,Водный стадион,Битцевский парк,Новоясеневская,Ясенево,Бабушкинская,Отрадное,Перово,Аннино,Пражская,Улица академика Янгеля,Волоколамская,Митино,Мякинино,Пятницкое шоссе,Бибирево,Кантемировская,Каширская,Царицыно,Домодедовская,Орехово,Печатники,Новогиреево,Щелковская,Волжская,Люблино,Рязанский проспект,Верхние Лихоборы,Селигерская,Алтуфьево,Братиславская,Марьино,Алма-Атинская,Борисово,Зябликово,Красногвардейская,Шипиловская,Теплый Стан,Бульвар Дмитрия Донского,Лесопарковая,Улица Старокачаловская,Говорово,Румянцево,Солнцево,Жулебино,Котельники,Лермонтовский проспект,Новокосино,Выхино,Боровское шоссе,Новопеределкино,Рассказовка,Саларьево,Бульвар адмирала Ушакова,Бунинская аллея,Улица Горчакова,Улица Скобелевская
372033,372033,372033,372033,372033,372033,369847,369847,340264,340264,340264,340264,328753,328753,328753,328753,328753,326759,326759,326759,288366,288366,284250,284250,284250,284250,284250,284250,272289,272289,272289,272289,272289,267208,267208,267208,267208,267208,262513,262513,262513,262513,251902,251902,251902,251902,248880,248880,248880,248880,235696,235696,224056,224056,224056,224056,221998,216403,209844,209844,202062,202062,199683,199683,199361,195760,195760,195760,195245,193830,193830,192930,192608,192608,192287,192158,192158,192158,187914,187914,187914,187914,183091,183091,183091,183091,183091,183091,183091,182962,177817,177817,177817,177817,177817,174923,168814,168814,168814,168814,167399,167399,167399,167399,166048,165148,165148,165148,165019,164891,164891,164891,164762,164762,162447,162447,162447,162447,162061,162061,162061,162061,160196,160196,160196,159939,159682,158331,158331,156016,156016,154858,154858,151450,151450,150485,150485,149006,149006,147399,147399,147399,143411,143411,143283,143283,143283,141739,141482,141160,141160,141160,140582,139103,138524,138524,138524,138524,138009,138009,138009,138009,137238,134601,134601,134601,133379,133379,133379,131707,131514,131450,131450,131321,131321,131321,130742,130485,130485,130099,130099,130099,130099,130099,129134,127462,127462,127462,127334,127334,127334,124633,124633,124633,124568,118330,118330,118330,118330,118330,116337,116337,116337,116337
